country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United Kingdom,Blackburn with Darwen,2020-04-02,-77.0,-31.0,,-73.0,-63.0,26.0
United Kingdom,Blackburn with Darwen,2020-04-03,-77.0,-29.0,,-69.0,-63.0,26.0
United Kingdom,Blackburn with Darwen,2020-04-04,-82.0,-37.0,,-69.0,-52.0,
United Kingdom,Blackburn with Darwen,2020-04-05,-81.0,-37.0,,-66.0,-46.0,
United Kingdom,Blackburn with Darwen,2020-04-06,-72.0,-27.0,,-66.0,-63.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-07,-71.0,-24.0,,-63.0,-63.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-08,-71.0,-23.0,,-66.0,-62.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-09,-69.0,-20.0,,-65.0,-64.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-10,-78.0,-34.0,,-71.0,-78.0,
United Kingdom,Blackburn with Darwen,2020-04-11,-80.0,-30.0,,-62.0,-52.0,
United Kingdom,Blackburn with Darwen,2020-04-12,-84.0,-62.0,,-63.0,-50.0,
United Kingdom,Blackburn with Darwen,2020-04-13,-77.0,-35.0,,-72.0,-80.0,
United Kingdom,Blackburn with Darwen,2020-04-14,-67.0,-22.0,,-61.0,-62.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-15,-69.0,-23.0,,-61.0,-61.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-16,-69.0,-23.0,,-63.0,-61.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-17,-72.0,-26.0,,-62.0,-62.0,25.0
United Kingdom,Blackburn with Darwen,2020-04-18,-80.0,-35.0,,-67.0,-46.0,
United Kingdom,Blackburn with Darwen,2020-04-19,-77.0,-33.0,,-54.0,-38.0,
United Kingdom,Blackburn with Darwen,2020-04-20,-66.0,-27.0,,-59.0,-59.0,22.0
United Kingdom,Blackburn with Darwen,2020-04-21,-67.0,-25.0,,-58.0,-59.0,23.0
United Kingdom,Blackburn with Darwen,2020-04-22,-68.0,-23.0,,-57.0,-57.0,23.0
United Kingdom,Blackburn with Darwen,2020-04-23,-66.0,-22.0,,-58.0,-58.0,23.0
United Kingdom,Blackburn with Darwen,2020-04-24,-70.0,-24.0,,-55.0,-60.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-25,-77.0,-29.0,,-59.0,-46.0,
United Kingdom,Blackburn with Darwen,2020-04-26,-76.0,-31.0,,-54.0,-41.0,
United Kingdom,Blackburn with Darwen,2020-04-27,-65.0,-25.0,,-54.0,-57.0,22.0
United Kingdom,Blackburn with Darwen,2020-04-28,-69.0,-27.0,,-61.0,-58.0,21.0
United Kingdom,Blackburn with Darwen,2020-04-29,-71.0,-29.0,,-62.0,-58.0,24.0
United Kingdom,Blackburn with Darwen,2020-04-30,-72.0,-26.0,-42.0,-64.0,-58.0,24.0
United Kingdom,Blackburn with Darwen,2020-05-01,-73.0,-26.0,,-59.0,-58.0,25.0
United Kingdom,Blackburn with Darwen,2020-05-02,-78.0,-29.0,,-56.0,-43.0,
United Kingdom,Blackburn with Darwen,2020-05-03,-76.0,-28.0,,-49.0,-35.0,
United Kingdom,Blackburn with Darwen,2020-05-04,-66.0,-26.0,,-58.0,-56.0,21.0
United Kingdom,Blackburn with Darwen,2020-05-05,-66.0,-21.0,,-55.0,-56.0,22.0
United Kingdom,Blackburn with Darwen,2020-05-06,-68.0,-19.0,,-53.0,-55.0,22.0
United Kingdom,Blackburn with Darwen,2020-05-07,-63.0,-13.0,,-53.0,-56.0,22.0
United Kingdom,Blackburn with Darwen,2020-05-08,-75.0,-27.0,,-64.0,-73.0,27.0
United Kingdom,Blackburn with Darwen,2020-05-09,-77.0,-27.0,,-52.0,-43.0,
United Kingdom,Blackburn with Darwen,2020-05-10,-78.0,-26.0,,-60.0,-35.0,
United Kingdom,Blackburn with Darwen,2020-05-11,-64.0,-21.0,,-53.0,-54.0,21.0
United Kingdom,Blackburn with Darwen,2020-05-12,-66.0,-20.0,,-56.0,-53.0,22.0
United Kingdom,Blackburn with Darwen,2020-05-13,-66.0,-20.0,,-49.0,-53.0,21.0
United Kingdom,Blackburn with Darwen,2020-05-14,-63.0,-18.0,,-49.0,-53.0,20.0
United Kingdom,Blackburn with Darwen,2020-05-15,-66.0,-21.0,,-51.0,-54.0,22.0
United Kingdom,Blackburn with Darwen,2020-05-16,-71.0,-24.0,,-48.0,-37.0,
United Kingdom,Blackburn with Darwen,2020-05-17,-70.0,-15.0,,-42.0,-30.0,
United Kingdom,Blackburn with Darwen,2020-05-18,-62.0,-23.0,,-52.0,-52.0,20.0
United Kingdom,Blackburn with Darwen,2020-05-19,-62.0,-19.0,,-51.0,-52.0,20.0
United Kingdom,Blackburn with Darwen,2020-05-20,-59.0,-13.0,,-45.0,-51.0,20.0
United Kingdom,Blackburn with Darwen,2020-05-21,-57.0,-13.0,,-48.0,-52.0,20.0
United Kingdom,Blackburn with Darwen,2020-05-22,-62.0,-15.0,,-49.0,-53.0,21.0
United Kingdom,Blackburn with Darwen,2020-05-23,-68.0,-18.0,,-51.0,-37.0,
United Kingdom,Blackburn with Darwen,2020-05-24,-69.0,-22.0,,-37.0,-28.0,
United Kingdom,Blackburn with Darwen,2020-05-25,-61.0,-26.0,,-42.0,-75.0,22.0
United Kingdom,Blackburn with Darwen,2020-05-26,-53.0,-15.0,,-48.0,-51.0,19.0
United Kingdom,Blackburn with Darwen,2020-05-27,-55.0,-16.0,,-41.0,-49.0,18.0
United Kingdom,Blackburn with Darwen,2020-05-28,-54.0,-13.0,,-41.0,-48.0,18.0
United Kingdom,Blackburn with Darwen,2020-05-29,-58.0,-10.0,,-43.0,-49.0,18.0
United Kingdom,Blackpool,2020-02-15,-1.0,-4.0,4.0,-12.0,-1.0,2.0
United Kingdom,Blackpool,2020-02-16,21.0,0.0,42.0,3.0,2.0,1.0
United Kingdom,Blackpool,2020-02-17,21.0,1.0,,7.0,-14.0,2.0
United Kingdom,Blackpool,2020-02-18,17.0,-2.0,,1.0,-13.0,2.0
United Kingdom,Blackpool,2020-02-19,15.0,-7.0,,-6.0,-14.0,3.0
United Kingdom,Blackpool,2020-02-20,15.0,0.0,,-8.0,-15.0,3.0
United Kingdom,Blackpool,2020-02-21,5.0,-1.0,,-10.0,-15.0,3.0
United Kingdom,Blackpool,2020-02-22,4.0,0.0,35.0,-6.0,0.0,1.0
United Kingdom,Blackpool,2020-02-23,12.0,1.0,36.0,-3.0,3.0,0.0
United Kingdom,Blackpool,2020-02-24,-6.0,-2.0,,-7.0,-3.0,2.0
United Kingdom,Blackpool,2020-02-25,10.0,3.0,,4.0,2.0,0.0
United Kingdom,Blackpool,2020-02-26,0.0,-2.0,,-5.0,1.0,1.0
United Kingdom,Blackpool,2020-02-27,3.0,-1.0,4.0,2.0,-1.0,1.0
United Kingdom,Blackpool,2020-02-28,-5.0,1.0,0.0,-4.0,-1.0,1.0
United Kingdom,Blackpool,2020-02-29,7.0,1.0,26.0,-3.0,0.0,0.0
United Kingdom,Blackpool,2020-03-01,4.0,4.0,36.0,-1.0,2.0,0.0
United Kingdom,Blackpool,2020-03-02,1.0,2.0,,4.0,-1.0,0.0
United Kingdom,Blackpool,2020-03-03,7.0,3.0,,3.0,1.0,0.0
United Kingdom,Blackpool,2020-03-04,11.0,4.0,,2.0,1.0,0.0
United Kingdom,Blackpool,2020-03-05,6.0,2.0,,0.0,1.0,0.0
United Kingdom,Blackpool,2020-03-06,6.0,5.0,,11.0,2.0,0.0
United Kingdom,Blackpool,2020-03-07,7.0,4.0,75.0,9.0,4.0,-1.0
United Kingdom,Blackpool,2020-03-08,15.0,6.0,72.0,15.0,2.0,-1.0
United Kingdom,Blackpool,2020-03-09,0.0,0.0,,2.0,0.0,1.0
United Kingdom,Blackpool,2020-03-10,10.0,4.0,,3.0,1.0,0.0
United Kingdom,Blackpool,2020-03-11,3.0,1.0,,-3.0,1.0,1.0
United Kingdom,Blackpool,2020-03-12,1.0,7.0,-13.0,-8.0,0.0,1.0
United Kingdom,Blackpool,2020-03-13,2.0,10.0,,4.0,1.0,1.0
United Kingdom,Blackpool,2020-03-14,2.0,6.0,88.0,-1.0,1.0,1.0
United Kingdom,Blackpool,2020-03-15,7.0,10.0,,3.0,0.0,1.0
United Kingdom,Blackpool,2020-03-16,5.0,17.0,,-2.0,-4.0,2.0
United Kingdom,Blackpool,2020-03-17,-5.0,21.0,,-8.0,-6.0,4.0
United Kingdom,Blackpool,2020-03-18,-13.0,17.0,,-22.0,-14.0,7.0
United Kingdom,Blackpool,2020-03-19,-12.0,21.0,,-23.0,-17.0,7.0
United Kingdom,Blackpool,2020-03-20,-25.0,9.0,,-20.0,-19.0,8.0
United Kingdom,Blackpool,2020-03-21,-53.0,6.0,-22.0,-34.0,-21.0,8.0
United Kingdom,Blackpool,2020-03-22,-57.0,-8.0,16.0,-18.0,-28.0,
United Kingdom,Blackpool,2020-03-23,-41.0,-7.0,,-40.0,-36.0,12.0
United Kingdom,Blackpool,2020-03-24,-71.0,-23.0,,-51.0,-49.0,18.0
United Kingdom,Blackpool,2020-03-25,-73.0,-26.0,-14.0,-52.0,-57.0,20.0
United Kingdom,Blackpool,2020-03-26,-73.0,-25.0,-22.0,-54.0,-58.0,21.0
United Kingdom,Blackpool,2020-03-27,-77.0,-28.0,-28.0,-58.0,-59.0,22.0
United Kingdom,Blackpool,2020-03-28,-87.0,-40.0,-69.0,-70.0,-54.0,
United Kingdom,Blackpool,2020-03-29,-88.0,-43.0,-64.0,-65.0,-54.0,
United Kingdom,Blackpool,2020-03-30,-75.0,-30.0,,-62.0,-63.0,21.0
United Kingdom,Blackpool,2020-03-31,-73.0,-28.0,,-54.0,-63.0,21.0
United Kingdom,Blackpool,2020-04-01,-76.0,-30.0,-48.0,-64.0,-62.0,22.0
United Kingdom,Blackpool,2020-04-02,-76.0,-30.0,-50.0,-64.0,-63.0,23.0
United Kingdom,Blackpool,2020-04-03,-78.0,-27.0,-32.0,-60.0,-61.0,24.0
United Kingdom,Blackpool,2020-04-04,-86.0,-38.0,-64.0,-64.0,-55.0,
United Kingdom,Blackpool,2020-04-05,-85.0,-38.0,-52.0,-60.0,-51.0,
United Kingdom,Blackpool,2020-04-06,-73.0,-28.0,,-59.0,-62.0,21.0
United Kingdom,Blackpool,2020-04-07,-72.0,-25.0,,-47.0,-62.0,21.0
United Kingdom,Blackpool,2020-04-08,-73.0,-25.0,-12.0,-50.0,-62.0,21.0
United Kingdom,Blackpool,2020-04-09,-71.0,-14.0,-26.0,-54.0,-63.0,21.0
United Kingdom,Blackpool,2020-04-10,-80.0,-31.0,-17.0,-62.0,-73.0,26.0
United Kingdom,Blackpool,2020-04-11,-84.0,-30.0,-48.0,-59.0,-55.0,
United Kingdom,Blackpool,2020-04-12,-92.0,-60.0,-44.0,-58.0,-58.0,
United Kingdom,Blackpool,2020-04-13,-80.0,-37.0,,-67.0,-77.0,
United Kingdom,Blackpool,2020-04-14,-72.0,-22.0,,-48.0,-62.0,21.0
United Kingdom,Blackpool,2020-04-15,-72.0,-25.0,,-51.0,-62.0,22.0
United Kingdom,Blackpool,2020-04-16,-73.0,-21.0,7.0,-53.0,-61.0,22.0
United Kingdom,Blackpool,2020-04-17,-76.0,-23.0,-15.0,-54.0,-61.0,23.0
United Kingdom,Blackpool,2020-04-18,-84.0,-33.0,-59.0,-62.0,-51.0,
United Kingdom,Blackpool,2020-04-19,-83.0,-33.0,-15.0,-49.0,-49.0,
United Kingdom,Blackpool,2020-04-20,-70.0,-25.0,,-51.0,-59.0,20.0
United Kingdom,Blackpool,2020-04-21,-71.0,-21.0,24.0,-45.0,-58.0,20.0
United Kingdom,Blackpool,2020-04-22,-71.0,-24.0,26.0,-46.0,-59.0,21.0
United Kingdom,Blackpool,2020-04-23,-72.0,-22.0,4.0,-50.0,-60.0,21.0
United Kingdom,Blackpool,2020-04-24,-75.0,-20.0,13.0,-47.0,-59.0,22.0
United Kingdom,Blackpool,2020-04-25,-82.0,-27.0,-40.0,-49.0,-49.0,
United Kingdom,Blackpool,2020-04-26,-83.0,-33.0,-38.0,-58.0,-48.0,
United Kingdom,Blackpool,2020-04-27,-69.0,-20.0,,-50.0,-58.0,19.0
United Kingdom,Blackpool,2020-04-28,-73.0,-26.0,-38.0,-57.0,-59.0,19.0
United Kingdom,Blackpool,2020-04-29,-74.0,-25.0,-23.0,-56.0,-58.0,21.0
United Kingdom,Blackpool,2020-04-30,-75.0,-19.0,-23.0,-57.0,-59.0,21.0
United Kingdom,Blackpool,2020-05-01,-77.0,-21.0,-18.0,-52.0,-57.0,22.0
United Kingdom,Blackpool,2020-05-02,-83.0,-27.0,-35.0,-49.0,-49.0,
United Kingdom,Blackpool,2020-05-03,-82.0,-29.0,-14.0,-40.0,-47.0,
United Kingdom,Blackpool,2020-05-04,-70.0,-20.0,,-43.0,-56.0,19.0
United Kingdom,Blackpool,2020-05-05,-69.0,-18.0,31.0,-39.0,-56.0,19.0
United Kingdom,Blackpool,2020-05-06,-70.0,-15.0,43.0,-35.0,-56.0,19.0
United Kingdom,Blackpool,2020-05-07,-68.0,-9.0,27.0,-38.0,-56.0,19.0
United Kingdom,Blackpool,2020-05-08,-78.0,-22.0,,-44.0,-70.0,24.0
United Kingdom,Blackpool,2020-05-09,-82.0,-24.0,1.0,-33.0,-47.0,
United Kingdom,Blackpool,2020-05-10,-84.0,-30.0,-50.0,-58.0,-45.0,
United Kingdom,Blackpool,2020-05-11,-70.0,-18.0,17.0,-46.0,-55.0,19.0
United Kingdom,Blackpool,2020-05-12,-70.0,-14.0,20.0,-42.0,-53.0,19.0
United Kingdom,Blackpool,2020-05-13,-68.0,-15.0,41.0,-34.0,-53.0,18.0
United Kingdom,Blackpool,2020-05-14,-67.0,-13.0,60.0,-30.0,-53.0,17.0
United Kingdom,Blackpool,2020-05-15,-72.0,-15.0,,-38.0,-53.0,19.0
United Kingdom,Blackpool,2020-05-16,-79.0,-21.0,10.0,-27.0,-43.0,
United Kingdom,Blackpool,2020-05-17,-79.0,-23.0,26.0,-23.0,-41.0,
United Kingdom,Blackpool,2020-05-18,-67.0,-17.0,1.0,-48.0,-53.0,18.0
United Kingdom,Blackpool,2020-05-19,-66.0,-14.0,50.0,-33.0,-51.0,17.0
United Kingdom,Blackpool,2020-05-20,-64.0,-9.0,,-5.0,-51.0,17.0
United Kingdom,Blackpool,2020-05-21,-65.0,-10.0,74.0,-32.0,-51.0,18.0
United Kingdom,Blackpool,2020-05-22,-70.0,-13.0,,-44.0,-51.0,19.0
United Kingdom,Blackpool,2020-05-23,-78.0,-18.0,-21.0,-49.0,-42.0,
United Kingdom,Blackpool,2020-05-24,-76.0,-20.0,31.0,-29.0,-38.0,
United Kingdom,Blackpool,2020-05-25,-66.0,-21.0,,-4.0,-71.0,20.0
United Kingdom,Blackpool,2020-05-26,-62.0,-8.0,,-20.0,-50.0,16.0
United Kingdom,Blackpool,2020-05-27,-62.0,-9.0,,-17.0,-49.0,16.0
United Kingdom,Blackpool,2020-05-28,-62.0,-3.0,,-10.0,-49.0,16.0
United Kingdom,Blackpool,2020-05-29,-65.0,-2.0,,-9.0,-49.0,17.0
United Kingdom,Blaenau Gwent,2020-02-15,-22.0,-14.0,,-29.0,-4.0,
United Kingdom,Blaenau Gwent,2020-02-16,-17.0,-9.0,,,-7.0,
United Kingdom,Blaenau Gwent,2020-02-17,4.0,-5.0,,-16.0,-13.0,3.0
United Kingdom,Blaenau Gwent,2020-02-18,1.0,1.0,,-14.0,-11.0,3.0
United Kingdom,Blaenau Gwent,2020-02-19,-4.0,-5.0,,-21.0,-15.0,4.0
United Kingdom,Blaenau Gwent,2020-02-20,-3.0,-4.0,,-21.0,-16.0,4.0
United Kingdom,Blaenau Gwent,2020-02-21,-2.0,-2.0,,-18.0,-15.0,3.0
United Kingdom,Blaenau Gwent,2020-02-22,-3.0,-2.0,,-16.0,1.0,
United Kingdom,Blaenau Gwent,2020-02-23,-2.0,-6.0,,,-1.0,
United Kingdom,Blaenau Gwent,2020-02-24,-2.0,0.0,,-11.0,-2.0,1.0
United Kingdom,Blaenau Gwent,2020-02-25,-1.0,11.0,,-7.0,4.0,1.0
United Kingdom,Blaenau Gwent,2020-02-26,0.0,-5.0,,-9.0,1.0,1.0
United Kingdom,Blaenau Gwent,2020-02-27,0.0,0.0,,0.0,0.0,1.0
United Kingdom,Blaenau Gwent,2020-02-28,-7.0,-3.0,,-9.0,-1.0,2.0
United Kingdom,Blaenau Gwent,2020-02-29,-1.0,10.0,,-12.0,2.0,
United Kingdom,Blaenau Gwent,2020-03-01,6.0,-3.0,,,-1.0,
United Kingdom,Blaenau Gwent,2020-03-02,8.0,0.0,,-2.0,2.0,0.0
United Kingdom,Blaenau Gwent,2020-03-03,10.0,2.0,,2.0,2.0,-1.0
United Kingdom,Blaenau Gwent,2020-03-04,0.0,2.0,,-9.0,2.0,1.0
United Kingdom,Blaenau Gwent,2020-03-05,0.0,3.0,,0.0,3.0,0.0
United Kingdom,Blaenau Gwent,2020-03-06,4.0,6.0,,0.0,2.0,0.0
United Kingdom,Blaenau Gwent,2020-03-07,5.0,1.0,,-6.0,3.0,
United Kingdom,Blaenau Gwent,2020-03-08,3.0,-2.0,,,-4.0,
United Kingdom,Blaenau Gwent,2020-03-09,1.0,0.0,,-2.0,1.0,1.0
United Kingdom,Blaenau Gwent,2020-03-10,3.0,4.0,,-4.0,3.0,0.0
United Kingdom,Blaenau Gwent,2020-03-11,2.0,5.0,,-10.0,2.0,1.0
United Kingdom,Blaenau Gwent,2020-03-12,-4.0,15.0,,-11.0,3.0,0.0
United Kingdom,Blaenau Gwent,2020-03-13,3.0,10.0,,2.0,-2.0,0.0
United Kingdom,Blaenau Gwent,2020-03-14,-5.0,8.0,,-20.0,-2.0,
United Kingdom,Blaenau Gwent,2020-03-15,-8.0,0.0,,,-6.0,
United Kingdom,Blaenau Gwent,2020-03-16,9.0,15.0,,-5.0,-3.0,1.0
United Kingdom,Blaenau Gwent,2020-03-17,-6.0,17.0,,-21.0,-6.0,4.0
United Kingdom,Blaenau Gwent,2020-03-18,-17.0,19.0,,-28.0,-12.0,7.0
United Kingdom,Blaenau Gwent,2020-03-19,-17.0,24.0,,-19.0,-14.0,8.0
United Kingdom,Blaenau Gwent,2020-03-20,-16.0,7.0,,-18.0,-20.0,9.0
United Kingdom,Blaenau Gwent,2020-03-21,-30.0,10.0,,-14.0,-12.0,
United Kingdom,Blaenau Gwent,2020-03-22,-35.0,-11.0,,,-21.0,
United Kingdom,Blaenau Gwent,2020-03-23,-28.0,-9.0,,-35.0,-32.0,12.0
United Kingdom,Blaenau Gwent,2020-03-24,-65.0,-24.0,,-47.0,-45.0,
United Kingdom,Blaenau Gwent,2020-03-25,-69.0,-28.0,,-50.0,-52.0,
United Kingdom,Blaenau Gwent,2020-03-26,-70.0,-31.0,,-49.0,-54.0,
United Kingdom,Blaenau Gwent,2020-03-27,-68.0,-34.0,,-49.0,-56.0,
United Kingdom,Blaenau Gwent,2020-03-28,-74.0,-39.0,,-57.0,-48.0,
United Kingdom,Blaenau Gwent,2020-03-29,-75.0,-46.0,,,-46.0,
United Kingdom,Blaenau Gwent,2020-03-30,-62.0,-38.0,,-56.0,-57.0,
United Kingdom,Blaenau Gwent,2020-03-31,-66.0,-31.0,,-51.0,-57.0,
United Kingdom,Blaenau Gwent,2020-04-01,-69.0,-35.0,,-57.0,-58.0,
United Kingdom,Blaenau Gwent,2020-04-02,-66.0,-32.0,,-49.0,-57.0,
United Kingdom,Blaenau Gwent,2020-04-03,-65.0,-34.0,,-42.0,-57.0,
United Kingdom,Blaenau Gwent,2020-04-04,-70.0,-36.0,,-49.0,-46.0,
United Kingdom,Blaenau Gwent,2020-04-05,-73.0,-44.0,,,-43.0,
United Kingdom,Blaenau Gwent,2020-04-06,,-36.0,,-53.0,-57.0,
United Kingdom,Blaenau Gwent,2020-04-07,,-30.0,,-39.0,-58.0,
United Kingdom,Blaenau Gwent,2020-04-08,,-29.0,,-45.0,-58.0,
United Kingdom,Blaenau Gwent,2020-04-09,,-23.0,,-25.0,-57.0,
United Kingdom,Blaenau Gwent,2020-04-10,-64.0,-35.0,,-33.0,-72.0,
United Kingdom,Blaenau Gwent,2020-04-11,-66.0,-27.0,,-33.0,-44.0,
United Kingdom,Blaenau Gwent,2020-04-12,,-80.0,,,-54.0,
United Kingdom,Blaenau Gwent,2020-04-13,,-45.0,,-51.0,-76.0,
United Kingdom,Blaenau Gwent,2020-04-14,,-28.0,,-32.0,-57.0,
United Kingdom,Blaenau Gwent,2020-04-15,,-31.0,,-34.0,-58.0,
United Kingdom,Blaenau Gwent,2020-04-16,,-25.0,,-28.0,-57.0,
United Kingdom,Blaenau Gwent,2020-04-17,-66.0,-31.0,,-46.0,-59.0,
United Kingdom,Blaenau Gwent,2020-04-18,-73.0,-32.0,,-52.0,-43.0,
United Kingdom,Blaenau Gwent,2020-04-19,,-40.0,,,-38.0,
United Kingdom,Blaenau Gwent,2020-04-20,,-33.0,,-27.0,-54.0,
United Kingdom,Blaenau Gwent,2020-04-21,,-24.0,,-25.0,-53.0,
United Kingdom,Blaenau Gwent,2020-04-22,,-26.0,,-28.0,-52.0,
United Kingdom,Blaenau Gwent,2020-04-23,-57.0,-26.0,,-22.0,-53.0,
United Kingdom,Blaenau Gwent,2020-04-24,-57.0,-25.0,,-23.0,-54.0,
United Kingdom,Blaenau Gwent,2020-04-25,-60.0,-24.0,,-30.0,-37.0,
United Kingdom,Blaenau Gwent,2020-04-26,,-38.0,,,-38.0,
United Kingdom,Blaenau Gwent,2020-04-27,,-31.0,,-33.0,-52.0,
United Kingdom,Blaenau Gwent,2020-04-28,,-29.0,,-44.0,-52.0,
United Kingdom,Blaenau Gwent,2020-04-29,,-27.0,,-36.0,-52.0,
United Kingdom,Blaenau Gwent,2020-04-30,-66.0,-21.0,,-33.0,-52.0,
United Kingdom,Blaenau Gwent,2020-05-01,-61.0,-24.0,,-22.0,-53.0,
United Kingdom,Blaenau Gwent,2020-05-02,-63.0,-23.0,,-23.0,-32.0,
United Kingdom,Blaenau Gwent,2020-05-03,,-38.0,,,-32.0,
United Kingdom,Blaenau Gwent,2020-05-04,,-27.0,,-26.0,-50.0,
United Kingdom,Blaenau Gwent,2020-05-05,,-24.0,,-17.0,-48.0,
United Kingdom,Blaenau Gwent,2020-05-06,,-19.0,,-13.0,-49.0,
United Kingdom,Blaenau Gwent,2020-05-07,-48.0,-4.0,,-10.0,-48.0,
United Kingdom,Blaenau Gwent,2020-05-08,-61.0,-32.0,,-31.0,-69.0,
United Kingdom,Blaenau Gwent,2020-05-09,-65.0,-22.0,,-24.0,-34.0,
United Kingdom,Blaenau Gwent,2020-05-10,,-32.0,,,-34.0,
United Kingdom,Blaenau Gwent,2020-05-11,,-24.0,,-25.0,-49.0,
United Kingdom,Blaenau Gwent,2020-05-12,,-20.0,,-11.0,-46.0,
United Kingdom,Blaenau Gwent,2020-05-13,,-23.0,,-21.0,-47.0,
United Kingdom,Blaenau Gwent,2020-05-14,-52.0,-18.0,,-5.0,-46.0,
United Kingdom,Blaenau Gwent,2020-05-15,-54.0,-20.0,,-12.0,-44.0,
United Kingdom,Blaenau Gwent,2020-05-16,-59.0,-15.0,,-21.0,-28.0,
United Kingdom,Blaenau Gwent,2020-05-17,-62.0,-28.0,,,-24.0,
United Kingdom,Blaenau Gwent,2020-05-18,-44.0,-22.0,,-11.0,-43.0,
United Kingdom,Blaenau Gwent,2020-05-19,-49.0,-17.0,,-12.0,-44.0,
United Kingdom,Blaenau Gwent,2020-05-20,-50.0,-15.0,,-15.0,-45.0,
United Kingdom,Blaenau Gwent,2020-05-21,-52.0,-11.0,,-5.0,-45.0,
United Kingdom,Blaenau Gwent,2020-05-22,-55.0,-11.0,,-21.0,-46.0,
United Kingdom,Blaenau Gwent,2020-05-23,-61.0,-11.0,,-35.0,-31.0,
United Kingdom,Blaenau Gwent,2020-05-24,-55.0,-23.0,,,-24.0,
United Kingdom,Blaenau Gwent,2020-05-25,-57.0,-30.0,,-19.0,-71.0,
United Kingdom,Blaenau Gwent,2020-05-26,-45.0,-10.0,,-15.0,-45.0,
United Kingdom,Blaenau Gwent,2020-05-27,-51.0,-14.0,,-11.0,-45.0,
United Kingdom,Blaenau Gwent,2020-05-28,-49.0,-7.0,,0.0,-44.0,
United Kingdom,Blaenau Gwent,2020-05-29,-46.0,-7.0,,-4.0,-42.0,
United Kingdom,Borough of Halton,2020-02-15,-8.0,-3.0,-51.0,-10.0,-1.0,
United Kingdom,Borough of Halton,2020-02-16,10.0,-5.0,-12.0,-4.0,1.0,
United Kingdom,Borough of Halton,2020-02-17,4.0,-2.0,,-6.0,-14.0,2.0
United Kingdom,Borough of Halton,2020-02-18,8.0,1.0,,-3.0,-13.0,2.0
United Kingdom,Borough of Halton,2020-02-19,2.0,-5.0,-27.0,-3.0,-14.0,3.0
United Kingdom,Borough of Halton,2020-02-20,2.0,0.0,,-6.0,-15.0,4.0
United Kingdom,Borough of Halton,2020-02-21,-1.0,-1.0,,-3.0,-15.0,3.0
United Kingdom,Borough of Halton,2020-02-22,-5.0,0.0,-17.0,-4.0,1.0,0.0
United Kingdom,Borough of Halton,2020-02-23,3.0,-1.0,2.0,-3.0,-2.0,
United Kingdom,Borough of Halton,2020-02-24,-1.0,-2.0,,-5.0,-3.0,1.0
United Kingdom,Borough of Halton,2020-02-25,0.0,9.0,,1.0,0.0,1.0
United Kingdom,Borough of Halton,2020-02-26,-2.0,0.0,,-3.0,1.0,0.0
United Kingdom,Borough of Halton,2020-02-27,2.0,3.0,,-2.0,1.0,1.0
United Kingdom,Borough of Halton,2020-02-28,1.0,4.0,,2.0,2.0,1.0
United Kingdom,Borough of Halton,2020-02-29,0.0,2.0,-21.0,6.0,3.0,0.0
United Kingdom,Borough of Halton,2020-03-01,6.0,6.0,,7.0,5.0,
United Kingdom,Borough of Halton,2020-03-02,5.0,5.0,,-2.0,1.0,0.0
United Kingdom,Borough of Halton,2020-03-03,4.0,3.0,,-7.0,1.0,0.0
United Kingdom,Borough of Halton,2020-03-04,3.0,4.0,,1.0,2.0,0.0
United Kingdom,Borough of Halton,2020-03-05,3.0,3.0,,0.0,3.0,0.0
United Kingdom,Borough of Halton,2020-03-06,3.0,3.0,,4.0,1.0,0.0
United Kingdom,Borough of Halton,2020-03-07,-4.0,-1.0,2.0,5.0,3.0,-1.0
United Kingdom,Borough of Halton,2020-03-08,11.0,3.0,,4.0,3.0,
United Kingdom,Borough of Halton,2020-03-09,0.0,2.0,,-1.0,1.0,1.0
United Kingdom,Borough of Halton,2020-03-10,1.0,7.0,,-2.0,1.0,0.0
United Kingdom,Borough of Halton,2020-03-11,3.0,2.0,,-1.0,1.0,0.0
United Kingdom,Borough of Halton,2020-03-12,0.0,11.0,,-2.0,0.0,1.0
United Kingdom,Borough of Halton,2020-03-13,1.0,12.0,,-1.0,-1.0,1.0
United Kingdom,Borough of Halton,2020-03-14,-6.0,-6.0,-11.0,-3.0,-1.0,
United Kingdom,Borough of Halton,2020-03-15,9.0,-4.0,24.0,-8.0,0.0,
United Kingdom,Borough of Halton,2020-03-16,3.0,4.0,,-11.0,-4.0,2.0
United Kingdom,Borough of Halton,2020-03-17,-3.0,11.0,,-16.0,-7.0,4.0
United Kingdom,Borough of Halton,2020-03-18,-9.0,7.0,-27.0,-28.0,-14.0,7.0
United Kingdom,Borough of Halton,2020-03-19,-4.0,13.0,,-24.0,-18.0,8.0
